,token,oc_list
8344,estuporado,"[(111, 2)]"
8345,catástrofe,"[(111, 2)]"
8346,afirme,"[(111, 1)]"
8347,expectativa,"[(111, 2), (120, 2)]"
8348,ponha,"[(111, 2)]"
8349,trânsito,"[(111, 2), (118, 2)]"
8350,julgado,"[(111, 8), (120, 3)]"
8351,senão,"[(111, 3)]"
8352,prosseguir,"[(111, 2)]"
8353,naquilo,"[(111, 2), (120, 1)]"
8354,dever,"[(111, 2)]"
8355,compreendidos,"[(111, 1)]"
8356,examinar,"[(111, 1)]"
8357,existir,"[(111, 1)]"
8358,elogiar,"[(111, 1)]"
8359,vejo,"[(111, 1), (123, 1)]"
8360,violar,"[(111, 1)]"
8361,serrano,"[(111, 1)]"
8362,altíssimo,"[(111, 1)]"
8363,constitucionalista,"[(111, 1), (112, 1)]"
8364,subjetivo,"[(111, 1)]"
8365,reconheço,"[(111, 1)]"
8366,divergência,"[(111, 1)]"
8367,matérias,"[(111, 1), (136, 1)]"
8368,ofendendo,"[(111, 1)]"
8369,cotados,"[(111, 1)]"
8370,sinceridade,"[(111, 1), (139, 1)]"
8371,notórias,"[(111, 1)]"
8372,obscuro,"[(111, 2)]"
8373,sabendo,"[(111, 1)]"
8374,continuo,"[(111, 1)]"
8375,antigamente,"[(111, 2), (118, 2)]"
8376,altivez,"[(111, 1)]"
8377,visitava,"[(111, 1)]"
8378,confiança,"[(111, 1), (136, 1)]"
8379,argentinos,"[(111, 1)]"
8380,oferecia,"[(111, 1)]"
8381,acredite,"[(111, 1)]"
8382,expressamente,"[(111, 1)]"
8383,transitado,"[(111, 2)]"
8384,transitar,"[(111, 1)]"
8385,interpretação,"[(111, 1), (120, 3)]"
8386,errada,"[(111, 1)]"
8387,retificação,"[(111, 1)]"
8388,cumpra,"[(111, 1)]"
8389,transitando,"[(111, 1)]"
8390,condenadas,"[(111, 1)]"
8391,chegado,"[(111, 1)]"
8392,expresso,"[(111, 1)]"
8393,continue,"[(111, 1)]"
8394,vigorando,"[(111, 1)]"
8395,chegasse,"[(111, 1)]"
8396,impressiono,"[(111, 1)]"
8397,devidos,"[(111, 1), (124, 1)]"
8398,nisso,"[(111, 2), (133, 1), (137, 1)]"
8399,contém,"[(112, 1)]"
8400,pororoca,"[(112, 1)]"
8401,alargando,"[(112, 1)]"
8402,margens,"[(112, 1)]"
8403,demagogo,"[(112, 1)]"
8404,surfar,"[(112, 1)]"
8405,interino,"[(112, 1)]"
8406,efetivo,"[(112, 1)]"
8407,imbecilidades,"[(112, 1)]"
8408,editorial,"[(112, 1)]"
8409,estadão,"[(112, 1)]"
8410,propinas,"[(112, 1)]"
8411,suposto,"[(112, 1)]"
8412,chefiado,"[(112, 1)]"
8413,mt,"[(112, 1)]"
8414,bilhão,"[(112, 1)]"
8415,chutado,"[(112, 1), (121, 1)]"
8416,marun,"[(112, 1)]"
8417,ex-chefe,"[(112, 1)]"
8418,escrevendo,"[(112, 1)]"
8419,promete,"[(112, 1), (118, 1)]"
8420,interrompida,"[(114, 1)]"
8421,socos,"[(114, 1)]"
8422,literal,"[(114, 1)]"
8423,ney,"[(114, 1)]"
8424,pantaleão,"[(114, 1)]"
8425,neypantaleaotv,"[(114, 1)]"
8426,hahahahha,"[(115, 1)]"
8427,parabéns,"[(115, 1)]"
8428,gab,"[(115, 1)]"
8429,jkolive,"[(115, 2)]"
8430,acontecem,"[(117, 1), (118, 1), (137, 1)]"
8431,beneficiado,"[(117, 1), (137, 1)]"
8432,denunciada,"[(117, 1)]"
8433,difamatório,"[(117, 1)]"
8434,provoca,"[(117, 1)]"
8435,indignação,"[(117, 1)]"
8436,analisado,"[(117, 1), (120, 1)]"
8437,nobel,"[(117, 1)]"
8438,legados,"[(117, 1)]"
8439,centenas,"[(117, 1), (129, 1)]"
8440,milhares,"[(117, 1)]"
8441,assinaturas,"[(117, 1)]"
8442,indicação,"[(117, 1)]"
8443,ultranacionalista,"[(117, 1)]"
8444,conservadora,"[(117, 1), (136, 1)]"
8445,transmitir,"[(117, 1)]"
8446,flashes,"[(117, 1)]"
8447,duração,"[(117, 1)]"
8448,link,"[(117, 1)]"
8449,al,"[(117, 1)]"
8450,lagunar,"[(117, 1)]"
8451,horário,"[(117, 38)]"
8452,ba,"[(117, 1)]"
8453,bandeiraço,"[(117, 2)]"
8454,viadutos,"[(117, 1)]"
8455,passeata,"[(117, 2)]"
8456,pernambuês,"[(117, 1)]"
8457,cajazeiras,"[(117, 1)]"
8458,estação,"[(117, 1)]"
8459,lapa,"[(117, 1)]"
8460,ceará,"[(117, 1)]"
8461,ce,"[(117, 1)]"
8462,bicicletada,"[(117, 1)]"
8463,iracema,"[(117, 1)]"
8464,df,"[(117, 1)]"
8465,planaltina,"[(117, 1)]"
8466,paranoá,"[(117, 1)]"
8467,taguatinga,"[(117, 1)]"
8468,goiás,"[(117, 1)]"
8469,go,"[(117, 1)]"
8470,programação,"[(117, 2)]"
8471,maranhão,"[(117, 1)]"
8472,detalhar,"[(117, 1)]"
8473,mg,"[(117, 1), (134, 1)]"
8474,festival,"[(117, 4)]"
8475,bairro,"[(117, 1)]"
8476,firme,"[(117, 1)]"
8477,paraíba,"[(117, 1)]"
8478,inter-religioso,"[(117, 1)]"
8479,lagoa,"[(117, 1)]"
8480,vigília,"[(117, 1), (123, 1)]"
8481,pe,"[(117, 1)]"
8482,feijoada,"[(117, 1)]"
8483,pipas,"[(117, 1)]"
8484,blocos,"[(117, 1), (136, 1)]"
8485,armazém,"[(117, 1)]"
8486,vigilia,"[(117, 1)]"
8487,romaria,"[(117, 1)]"
8488,caetes,"[(117, 1)]"
8489,sitio,"[(117, 1)]"
8490,ate,"[(117, 1)]"
8491,rj,"[(117, 1), (118, 1)]"
8492,panfletagem,"[(117, 1), (134, 1)]"
8493,banquinhas,"[(117, 1)]"
8494,metrôs,"[(117, 1)]"
8495,balsa,"[(117, 1)]"
8496,centralizada,"[(117, 1)]"
8497,resista,"[(117, 1)]"
8498,rn,"[(117, 1)]"
8499,feirinha,"[(117, 1)]"
8500,ponta,"[(117, 1), (124, 1)]"
8501,rs,"[(117, 1)]"
8502,prestes,"[(117, 1)]"
8503,sc,"[(117, 1)]"
8504,florianópolis,"[(117, 1), (123, 1)]"
8505,fecesc,"[(117, 1)]"
8506,sabiá,"[(117, 1)]"
8507,av,"[(117, 1)]"
8508,ciclista,"[(117, 1)]"
8509,palmas,"[(117, 1)]"
8510,madri,"[(117, 2)]"
8511,plaza,"[(117, 2)]"
8512,tirso,"[(117, 1)]"
8513,molina,"[(117, 1)]"
8514,deutsche,"[(117, 5)]"
8515,initiative,"[(117, 5)]"
8516,marienplatz,"[(117, 1)]"
8517,munique,"[(117, 1)]"
8518,parisiense,"[(117, 1)]"
8519,trocadéro,"[(117, 1)]"
8520,kundgebung,"[(117, 1)]"
8521,freiheit,"[(117, 2)]"
8522,für,"[(117, 3)]"
8523,herrmannplatz,"[(117, 1)]"
8524,neukölln,"[(117, 1)]"
8525,dill,"[(117, 1)]"
8526,ecke,"[(117, 1)]"
8527,poststr,"[(117, 1)]"
8528,an,"[(117, 1)]"
8529,suerst,"[(117, 1)]"
8530,bonn,"[(117, 1)]"
8531,hr,"[(117, 4)]"
8532,römerberg,"[(117, 1)]"
8533,frankfurt,"[(117, 2)]"
8534,uk,"[(117, 3)]"
8535,free,"[(117, 9)]"
8536,tour,"[(117, 1)]"
8537,londres,"[(117, 3)]"
8538,köln,"[(117, 2)]"
8539,colônia,"[(117, 2)]"
8540,domplatte,"[(117, 1)]"
8541,rassemblement,"[(117, 1)]"
8542,pour,"[(117, 1)]"
8543,genebra,"[(117, 2)]"
8544,place,"[(117, 1)]"
8545,des,"[(117, 1)]"
8546,nations,"[(117, 1)]"
8547,bologna,"[(117, 1)]"
8548,democrazia,"[(117, 1)]"
8549,brasile,"[(117, 1)]"
8550,horario,"[(117, 3)]"
8551,piazza,"[(117, 1)]"
8552,nettuno,"[(117, 1)]"
8553,livre-,"[(117, 2)]"
8554,fight,"[(117, 2)]"
8555,and,"[(117, 2)]"
8556,regain,"[(117, 2)]"
8557,democracy,"[(117, 4)]"
8558,coletivos,"[(117, 2), (129, 1)]"
8559,brado,"[(117, 2)]"
8560,ddb,"[(117, 1)]"
8561,st,"[(117, 3)]"
8562,ny,"[(117, 1)]"
8563,amsterdam,"[(117, 1)]"
8564,praca,"[(117, 1)]"
8565,dam,"[(117, 1)]"
8566,amsterdã,"[(117, 1)]"
8567,zusammen,"[(117, 1)]"
8568,hamburg,"[(117, 2)]"
8569,landungsbrücke,"[(117, 1)]"
8570,komitee,"[(117, 1)]"
8571,jessé,"[(117, 2)]"
8572,kleine,"[(117, 2)]"
8573,alessandrstr,"[(117, 1)]"
8574,barcelona,"[(117, 2)]"
8575,cascada,"[(117, 1)]"
8576,del,"[(117, 1)]"
8577,ciudadela,"[(117, 1)]"
8578,comitato,"[(117, 1)]"
8579,atto,"[(117, 1)]"
8580,di,"[(117, 1)]"
8581,solidarietà,"[(117, 1)]"
8582,corso,"[(117, 1)]"
8583,italia,"[(117, 1)]"
8584,jens,"[(117, 1)]"
8585,kofods,"[(117, 1)]"
8586,gade,"[(117, 1)]"
8587,th,"[(117, 1)]"
8588,copenhague,"[(117, 1)]"
8589,melbourne,"[(117, 2)]"
8590,state,"[(117, 1)]"
8591,librabry,"[(117, 1)]"
8592,victoria,"[(117, 1)]"
8593,swanston,"[(117, 1)]"
8594,street,"[(117, 2)]"
8595,acto,"[(117, 2)]"
8596,montevideo,"[(117, 2)]"
8597,bandera,"[(117, 1)]"
8598,prisoner,"[(117, 1)]"
8599,estocolmo,"[(117, 1)]"
8600,kungsgatan,"[(117, 1)]"
8601,kungsholmen,"[(117, 1)]"
8602,stockholm,"[(117, 1)]"
8603,sverige,"[(117, 1)]"
8604,suécia,"[(117, 1)]"
8605,saint,"[(117, 2)]"
8606,louis,"[(117, 2)]"
8607,delmar,"[(117, 1)]"
8608,blvd,"[(117, 1)]"
8609,university,"[(117, 1)]"
8610,mo,"[(117, 1)]"
8611,liberdad,"[(117, 1)]"
8612,regina,"[(117, 1)]"
8613,ángel,"[(117, 1)]"
8614,independencia,"[(117, 1)]"
8615,committe,"[(117, 1)]"
8616,áustria,"[(117, 1)]"
8617,stephansplatz,"[(117, 1)]"
8618,vigilkapelle,"[(117, 1)]"
8619,stephansdom,"[(117, 1)]"
8620,viena,"[(117, 1)]"
8621,brazi,"[(117, 1)]"
8622,liberation,"[(117, 1)]"
8623,front,"[(117, 1)]"
8624,picadilly,"[(117, 1)]"
8625,gardens,"[(117, 1)]"
8626,die,"[(117, 1)]"
8627,linke,"[(117, 1)]"
8628,alexanderstr,"[(117, 1)]"
8629,colação,"[(117, 1)]"
8630,adesivos,"[(117, 1)]"
8631,brandenburg,"[(117, 1)]"
8632,kassel,"[(117, 1)]"
8633,committee,"[(117, 2)]"
8634,forum,"[(117, 1)]"
8635,defend,"[(117, 1)]"
8636,humanas,"[(117, 1)]"
8637,exibição,"[(117, 1)]"
8638,calders,"[(117, 1)]"
8639,bookshop,"[(117, 1)]"
8640,union,"[(117, 1)]"
8641,square,"[(117, 1)]"
8642,reinvenção,"[(118, 1)]"
8643,raízes,"[(118, 1)]"
8644,marginalização,"[(118, 1)]"
8645,baile,"[(118, 8)]"
8646,gaiola,"[(118, 5)]"
8647,vertente,"[(118, 1)]"
8648,bpm,"[(118, 1)]"
8649,ameaçado,"[(118, 1)]"
8650,renna,"[(118, 1)]"
8651,dj,"[(118, 3)]"
8652,rennan,"[(118, 6)]"
8653,penha,"[(118, 2)]"
8654,conversou,"[(118, 1), (120, 1)]"
8655,cantora,"[(118, 1)]"
8656,mc,"[(118, 6)]"
8657,carol,"[(118, 3)]"
8658,criminalização,"[(118, 1), (125, 1), (129, 1), (136, 1)]"
8659,experiências,"[(118, 1)]"
8660,escancara,"[(118, 1)]"
8661,criminalizar,"[(118, 1)]"
8662,olheiro,"[(118, 1)]"
8663,subia,"[(118, 1)]"
8664,morro,"[(118, 3)]"
8665,ministra,"[(118, 1), (133, 1)]"
8666,weber,"[(118, 1)]"
8667,inocentado,"[(118, 1)]"
8668,extrapolar,"[(118, 1)]"
8669,barreiras,"[(118, 1)]"
8670,socioeconômicas,"[(118, 1)]"
8671,festas,"[(118, 3)]"
8672,funções,"[(118, 1)]"
8673,necessárias,"[(118, 1)]"
8674,produções,"[(118, 1)]"
8675,shows,"[(118, 2)]"
8676,aconteçam,"[(118, 1)]"
8677,costumo,"[(118, 2), (125, 1)]"
8678,salvou,"[(118, 2)]"
8679,salvando,"[(118, 2)]"
8680,enriquecendo,"[(118, 5)]"
8681,favelado,"[(118, 3)]"
8682,canta,"[(118, 9)]"
8683,pretos,"[(118, 2)]"
8684,droga,"[(118, 5)]"
8685,rock,"[(118, 2)]"
8686,lollapalooza,"[(118, 2)]"
8687,boates,"[(118, 3)]"
8688,morros,"[(118, 1)]"
8689,crescido,"[(118, 1)]"
8690,sites,"[(118, 1), (141, 1)]"
8691,manchete,"[(118, 1)]"
8692,witzel,"[(118, 1), (137, 1)]"
8693,exonerar,"[(118, 1)]"
8694,interrompidas,"[(118, 1)]"
8695,rap,"[(118, 1)]"
8696,poesia,"[(118, 1)]"
8697,acústica,"[(118, 1)]"
8698,interrompido,"[(118, 1)]"
8699,batalhão,"[(118, 1)]"
8700,deixaeudançar,"[(118, 1)]"
8701,arbitrariedades,"[(118, 1)]"
8702,prendendo,"[(118, 2)]"
8703,mcs,"[(118, 5)]"
8704,quebrou,"[(118, 2)]"
8705,rodando,"[(118, 2)]"
8706,destaca,"[(118, 1)]"
8707,assédio,"[(118, 1)]"
8708,mira,"[(118, 1)]"
8709,fuzis,"[(118, 3)]"
8710,atribui,"[(118, 1)]"
8711,achaque,"[(118, 1)]"
8712,arrependo,"[(118, 3)]"
8713,candidatado,"[(118, 3)]"
8714,favelada,"[(118, 2)]"
8715,candidatar,"[(118, 2)]"
8716,perseguido,"[(118, 3)]"
8717,catra,"[(118, 1)]"
8718,tati,"[(118, 1)]"
8719,barraco,"[(118, 1)]"
8720,funkeiro,"[(118, 2)]"
8721,bandido,"[(118, 7)]"
8722,batida,"[(118, 1)]"
8723,discriminada,"[(118, 1)]"
8724,funkeiros,"[(118, 1)]"
8725,melhorando,"[(118, 1)]"
8726,aniversário,"[(118, 1), (142, 2)]"
8727,imaginava,"[(118, 3)]"
8728,escócia,"[(118, 1)]"
8729,voltando,"[(118, 1)]"
8730,rola,"[(118, 2)]"
8731,forró,"[(118, 1)]"
8732,pagode,"[(118, 1)]"
8733,nesses,"[(118, 1)]"
8734,vincular,"[(118, 1), (133, 1)]"
8735,mesmas,"[(118, 3)]"
8736,cantando,"[(118, 1), (136, 1)]"
8737,arrego,"[(118, 1)]"
8738,diretores,"[(118, 1)]"
8739,cinema,"[(118, 2), (140, 1)]"
8740,depor,"[(118, 1)]"
8741,vêm,"[(118, 1), (129, 1)]"
8742,novelas,"[(118, 1)]"
8743,séries,"[(118, 1)]"
8744,quisessem,"[(118, 2)]"
8745,combatido,"[(118, 1)]"
8746,gastou,"[(118, 1), (119, 1)]"
8747,upps,"[(118, 3)]"
8748,quantas,"[(118, 1)]"
8749,adiantou,"[(118, 1)]"
8750,conivente,"[(118, 1)]"
8751,acabado,"[(118, 1)]"
8752,fingir,"[(118, 1)]"
8753,acabaram,"[(118, 1)]"
8754,upp,"[(118, 2)]"
8755,gastar,"[(118, 1), (142, 1)]"
8756,djs,"[(118, 1)]"
8757,ganhando,"[(118, 1)]"
8758,ajudando,"[(118, 1)]"
8759,ajudo,"[(118, 1)]"
8760,garotos,"[(118, 1)]"
8761,passinhos,"[(118, 1)]"
8762,dubai,"[(118, 2)]"
8763,louco,"[(118, 1)]"
8764,sofri,"[(118, 3)]"
8765,feminicídio,"[(118, 3)]"
8766,lancei,"[(118, 5)]"
8767,premiada,"[(118, 1)]"
8768,parada,"[(118, 2)]"
8769,rolava,"[(118, 1)]"
8770,blitz,"[(118, 1)]"
8771,revistar,"[(118, 1)]"
8772,rolou,"[(118, 1)]"
8773,revistava,"[(118, 1)]"
8774,malas,"[(118, 1)]"
8775,porquê,"[(118, 2)]"
8776,dormindo,"[(118, 1)]"
8777,lanche,"[(118, 1)]"
8778,olhou,"[(118, 1)]"
8779,fura,"[(118, 1)]"
8780,furar,"[(118, 1)]"
8781,paramos,"[(118, 1)]"
8782,tranquilos,"[(118, 1)]"
8783,apontados,"[(118, 1)]"
8784,achei,"[(118, 1)]"
8785,andando,"[(118, 1)]"
8786,agressivos,"[(118, 1)]"
8787,caralho,"[(118, 1)]"
8788,percebi,"[(118, 1)]"
8789,tremi,"[(118, 1)]"
8790,gritaria,"[(118, 2), (119, 1), (122, 1)]"
8791,nervosa,"[(118, 2)]"
8792,teme,"[(118, 2)]"
8793,morre,"[(118, 1)]"
8794,entra,"[(118, 1)]"
8795,palavrão,"[(118, 1)]"
8796,falavam,"[(118, 1)]"
8797,levantei,"[(118, 1)]"
8798,mandavam,"[(118, 1)]"
8799,vidro,"[(118, 1)]"
8800,fechado,"[(118, 1)]"
8801,abaixar,"[(118, 2)]"
8802,abri,"[(118, 1)]"
8803,roubado,"[(118, 1)]"
8804,porta-luvas,"[(118, 1)]"
8805,perguntando,"[(118, 2)]"
8806,puta,"[(118, 1), (136, 1)]"
8807,piranha,"[(118, 1)]"
8808,oferecendo,"[(118, 1), (119, 1)]"
8809,deitar,"[(118, 1)]"
8810,traficante,"[(118, 1)]"
8811,porra,"[(118, 1)]"
8812,pmerj,"[(118, 1)]"
8813,botaram,"[(118, 1)]"
8814,deitada,"[(118, 1)]"
8815,pararam,"[(118, 1)]"
8816,aglomerar,"[(118, 1)]"
8817,xingar,"[(118, 1)]"
8818,chutar,"[(118, 2)]"
8819,ameaçou,"[(118, 1)]"
8820,liberaram,"[(118, 3)]"
8821,trêmula,"[(118, 1)]"
8822,entrevistaram,"[(118, 1)]"
8823,olhada,"[(118, 1)]"
8824,mala,"[(118, 1)]"
8825,corregedoria,"[(118, 2)]"
8826,chocado,"[(118, 1)]"
8827,niterói,"[(118, 2)]"
8828,janela,"[(118, 1)]"
8829,carros,"[(118, 2), (140, 7)]"
8830,quebrasse,"[(118, 1)]"
8831,icaraí,"[(118, 2)]"
8832,apartamentos,"[(118, 1)]"
8833,câmera,"[(118, 1)]"
8834,estacionei,"[(118, 1)]"
8835,visível,"[(118, 1)]"
8836,saímos,"[(118, 1)]"
8837,olhando,"[(118, 1)]"
8838,abertos,"[(118, 1), (126, 1)]"
8839,encapuzado,"[(118, 1)]"
8840,aterrorizaram,"[(118, 1)]"
8841,touca,"[(118, 1)]"
8842,aterrorizada,"[(118, 1)]"
8843,cheguei,"[(118, 1)]"
8844,relaxei,"[(118, 1)]"
8845,atacadas,"[(118, 1)]"
8846,atacada,"[(118, 1)]"
8847,uber,"[(118, 1)]"
8848,aconselharam,"[(118, 1)]"
8849,colocarem,"[(118, 1)]"
8850,forjarem,"[(118, 1)]"
8851,sombria,"[(118, 1)]"
8852,misturou,"[(118, 1)]"
8853,perdi,"[(118, 2)]"
8854,amiguinho,"[(118, 1)]"
8855,zé,"[(118, 1)]"
8856,postei,"[(118, 1)]"
8857,empacotador,"[(118, 1)]"
8858,supermercado,"[(118, 1)]"
8859,descubro,"[(118, 1)]"
8860,ex-embaixador,"[(119, 1)]"
8861,arraial,"[(119, 1)]"
8862,pensam,"[(119, 1)]"
8863,flatos,"[(119, 1)]"
8864,cheirosos,"[(119, 1)]"
8865,comitiva,"[(119, 4)]"
8866,espetáculos,"[(119, 1)]"
8867,exibir,"[(119, 1)]"
8868,costumeiras,"[(119, 1)]"
8869,desforço,"[(119, 1)]"
8870,incautos,"[(119, 1)]"
8871,assistiram,"[(119, 1)]"
8872,performance,"[(119, 1)]"
8873,desconexas,"[(119, 1)]"
8874,manobras,"[(119, 1)]"
8875,residência,"[(119, 1)]"
8876,discutido,"[(119, 1)]"
8877,incompreensível,"[(119, 1)]"
8878,isentar,"[(119, 1)]"
8879,colossal,"[(119, 1), (139, 1)]"
8880,unilateral,"[(119, 1)]"
8881,inteiros,"[(119, 1)]"
8882,diplomáticas,"[(119, 1)]"
8883,melhoria,"[(119, 1), (126, 1)]"
8884,sentir,"[(119, 1), (133, 1)]"
8885,compreender,"[(119, 1)]"
8886,perdido,"[(119, 1)]"
8887,diplomática,"[(119, 1)]"
8888,entretida,"[(119, 1)]"
8889,dirá,"[(119, 1)]"
8890,influem,"[(119, 1)]"
8891,enganam,"[(119, 1)]"
8892,influi,"[(119, 1)]"
8893,diplomatas,"[(119, 1)]"
8894,lendo,"[(119, 1)]"
8895,ofuscados,"[(119, 1)]"
8896,proeminência,"[(119, 1)]"
8897,julgam,"[(119, 1)]"
8898,tediosos,"[(119, 1)]"
8899,aptos,"[(119, 1)]"
8900,beneficiar,"[(119, 1)]"
8901,cristiano,"[(120, 1)]"
8902,zanin,"[(120, 2)]"
8903,advogadas,"[(120, 1)]"
8904,travado,"[(120, 1)]"
8905,verdadeira,"[(120, 2), (129, 1)]"
8906,ex-mandatário,"[(120, 1)]"
8907,respeitados,"[(120, 1)]"
8908,recebido,"[(120, 1)]"
8909,empreiteira,"[(120, 1)]"
8910,triplex,"[(120, 2), (123, 1)]"
8911,guarujá,"[(120, 2), (123, 1)]"
8912,fins,"[(120, 2)]"
8913,próximos,"[(120, 1), (124, 1)]"
8914,afirmamos,"[(120, 2)]"
8915,protocolamos,"[(120, 1), (141, 1)]"
8916,perante,"[(120, 1)]"
8917,dissemos,"[(120, 1)]"
8918,condená-lo,"[(120, 1)]"
8919,inviabilizar,"[(120, 1), (124, 1)]"
8920,eventual,"[(120, 1), (126, 1)]"
8921,garantias,"[(120, 3), (125, 1), (138, 2), (142, 1)]"
8922,sobreveio,"[(120, 1)]"
8923,concreto,"[(120, 2)]"
8924,confirmada,"[(120, 1)]"
8925,consideração,"[(120, 1)]"
8926,liminares,"[(120, 2)]"
8927,concedidas,"[(120, 2)]"
8928,liderava,"[(120, 1)]"
8929,descumprindo,"[(120, 1)]"
8930,assumido,"[(120, 1)]"
8931,notório,"[(120, 1)]"
8932,capitaneou,"[(120, 1)]"
8933,impedimento,"[(120, 1)]"
8934,indevido,"[(120, 1), (141, 1)]"
8935,desfecho,"[(120, 2)]"
8936,ida,"[(120, 1)]"
8937,esperamos,"[(120, 1)]"
8938,grosseiras,"[(120, 3)]"
8939,cortes,"[(120, 1)]"
8940,venha,"[(120, 2)]"
8941,imposta,"[(120, 1)]"
8942,restabelecer,"[(120, 2)]"
8943,praticou,"[(120, 4)]"
8944,colaboradores,"[(120, 1)]"
8945,insinuações,"[(120, 1)]"
8946,ilações,"[(120, 1)]"
8947,fundamentar,"[(120, 1)]"
8948,dirigida,"[(120, 2)]"
8949,materialidade,"[(120, 2)]"
8950,mantê-lo,"[(120, 1)]"
8951,associada,"[(120, 1)]"
8952,classificar,"[(120, 1)]"
8953,emblemático,"[(120, 1)]"
8954,procedimentos,"[(120, 1)]"
8955,condenatória,"[(120, 5)]"
8956,confirmação,"[(120, 1)]"
8957,fundamentalmente,"[(120, 1)]"
8958,corréu,"[(120, 1)]"
8959,audiências,"[(120, 1)]"
8960,oitivas,"[(120, 1)]"
8961,ilícito,"[(120, 2)]"
8962,demonstramos,"[(120, 1)]"
8963,pertencia,"[(120, 1)]"
8964,oas,"[(120, 3)]"
8965,recebesse,"[(120, 1)]"
8966,frívolo,"[(120, 1)]"
8967,desprezadas,"[(120, 1)]"
8968,pendentes,"[(120, 1)]"
8969,entendemos,"[(120, 2)]"
8970,reversão,"[(120, 1)]"
8971,frontalmente,"[(120, 1)]"
8972,apresentamos,"[(120, 1)]"
8973,atualizações,"[(120, 1)]"
8974,inviabilizado,"[(120, 1)]"
8975,sessões,"[(120, 2)]"
8976,irão,"[(120, 1)]"
8977,ocorrerão,"[(120, 1)]"
8978,analisar,"[(120, 1)]"
8979,instruído,"[(120, 1)]"
8980,pronto,"[(120, 1)]"
8981,ocorrência,"[(120, 1)]"
8982,reencontrar,"[(120, 1)]"
8983,consequentemente,"[(120, 1)]"
8984,restabelecimento,"[(120, 1)]"
8985,participamos,"[(120, 1)]"
8986,discutindo,"[(120, 1)]"
8987,acompanhamos,"[(120, 1)]"
8988,transitada,"[(120, 3)]"
8989,definitiva,"[(120, 2), (141, 1)]"
8990,reafirmar,"[(120, 2)]"
8991,jurisprudencial,"[(120, 1)]"
8992,afirmada,"[(120, 1)]"
8993,anteriormente,"[(120, 1)]"
8994,opiniões,"[(120, 1)]"
8995,modificar,"[(120, 1)]"
8996,inteireza,"[(120, 1)]"
8997,levamos,"[(120, 1)]"
8998,tramitou,"[(120, 1)]"
8999,informal,"[(120, 3)]"
9000,estadunidenses,"[(120, 1)]"
9001,firmado,"[(120, 2)]"
9002,prevendo,"[(120, 1)]"
9003,formalidades,"[(120, 2)]"
9004,mostramos,"[(120, 1)]"
9005,observadas,"[(120, 1)]"
9006,classificada,"[(120, 1)]"
9007,aceito,"[(120, 1)]"
9008,confissões,"[(121, 1)]"
9009,desprezo,"[(121, 1)]"
9010,preside,"[(121, 1), (138, 1)]"
9011,inauguração,"[(121, 1)]"
9012,atendimento,"[(121, 1)]"
9013,ouvidoria,"[(121, 1)]"
9014,vocação,"[(121, 1)]"
9015,caserna,"[(121, 1)]"
9016,encontra,"[(121, 1), (133, 1)]"
9017,adutora,"[(121, 1)]"
9018,afastado,"[(121, 1), (137, 2)]"
9019,fileiras,"[(121, 1)]"
9020,inss,"[(121, 1)]"
9021,menosprezava,"[(121, 1)]"
9022,jarbas,"[(121, 1)]"
9023,passarinho,"[(121, 1)]"
9024,idem,"[(121, 1)]"
9025,broadcast,"[(121, 1)]"
9026,repleta,"[(121, 1)]"
9027,presepadas,"[(121, 1), (139, 1)]"
9028,filosofado,"[(121, 1)]"
9029,metera,"[(121, 1)]"
9030,clínico,"[(121, 1), (139, 1)]"
9031,emplacar,"[(121, 1), (139, 1)]"
9032,facada,"[(121, 1), (136, 1), (139, 1)]"
9033,assume,"[(121, 1)]"
9034,inépcia,"[(121, 1)]"
9035,pondo,"[(121, 1)]"
9036,existisse,"[(121, 1)]"
9037,honesto,"[(121, 1)]"
9038,condomínio,"[(121, 1)]"
9039,barra,"[(121, 1)]"
9040,tijuca,"[(121, 1)]"
9041,assistindo,"[(121, 1)]"
9042,embate,"[(122, 1)]"
9043,ccjc,"[(122, 3)]"
9044,analisava,"[(122, 1)]"
9045,despreparado,"[(122, 1)]"
9046,desequilibrado,"[(122, 1)]"
9047,inseguro,"[(122, 1)]"
9048,irritação,"[(122, 1)]"
9049,abandonar,"[(122, 1), (126, 1), (137, 1)]"
9050,ouvi-lo,"[(122, 1)]"
9051,defendesse,"[(122, 1)]"
9052,faltado,"[(122, 1)]"
9053,convocação,"[(122, 1)]"
9054,ironia,"[(122, 1)]"
9055,sarcasmo,"[(122, 1)]"
9056,cobrou,"[(122, 1)]"
9057,técnicos,"[(122, 1), (146, 1)]"
9058,irritou,"[(122, 1)]"
9059,acirrados,"[(122, 1)]"
9060,felipe,"[(122, 1), (136, 2)]"
9061,franscischini,"[(122, 1)]"
9062,psl-pr,"[(122, 1), (136, 1)]"
9063,encerrasse,"[(122, 1)]"
9064,bolso,"[(122, 1)]"
9065,sutil,"[(122, 1)]"
9066,trato,"[(122, 1), (138, 1)]"
9067,quesito,"[(122, 1)]"
9068,preconceituoso,"[(122, 1)]"
9069,preparo,"[(122, 1)]"
9070,convencidos,"[(122, 1)]"
9071,convenceu,"[(122, 1)]"
9072,desequilibrada,"[(122, 1)]"
9073,infantil,"[(122, 1)]"
9074,encerrou,"[(122, 1)]"
9075,escritos,"[(123, 1)]"
9076,desmonte,"[(123, 1)]"
